1000,0.791566,0.794128,0.793746
2000,1.650608,1.655685,1.653355
4000,3.498631,3.493779,3.468224
8000,8.352215,8.357836,8.262836
16000,24.958352,24.590098,24.548515
32000,87.556950,87.795481,88.141942
64000,333.578679,329.317056,321.704450
128000,1387.766168,1506.092550,1463.678716
