1,9.011272454833996e-9,6.319682403078823e-12
2,9.012221334838866e-9,3.946871526706827e-12
4,9.005784164428703e-9,1.0877494267229885e-12
8,1.0017468627929686e-8,1.1455555001211782e-11
16,2.0021273583984373e-8,9.526923011475838e-12
32,1.6524251080322255e-8,9.971716217066057e-12
64,2.65041385498047e-8,7.085541531027411e-11
128,3.4023830419921884e-8,6.670685240482978e-12
256,5.753584819335936e-8,8.050901407275497e-12
512,6.60432747314453e-8,8.013978005954987e-12
1024,1.290720900390625e-7,1.4273839135995316e-11
2048,2.13654723730469e-7,4.824224598470953e-11
4096,4.162959097656248e-7,7.0742101169067e-11
8192,7.776319242187503e-7,8.338616327628643e-11
16384,1.9467441328124998e-6,1.9140546179480032e-10
32768,3.1163617828124986e-6,2.459549121670274e-10
65536,6.613440215624996e-6,1.704876890988443e-9
131072,1.1711259181249993e-5,1.6401648676608433e-9
262144,2.3545514624999996e-5,2.5868960624431926e-9
524288,4.5667492375000006e-5,3.0050203536429965e-8
1048576,9.529167129999998e-5,2.3035961452764534e-8
