1,3.058347322082522e-9,6.008125887553263e-12
2,3.2720518447875973e-9,6.801337179776461e-13
4,3.6886388427734394e-9,5.543784612627949e-13
8,3.7109265716552727e-9,7.523614370494925e-13
16,4.707648216247558e-9,7.958799473321008e-12
32,5.314137907409668e-9,4.140437753609955e-12
64,8.197671075439447e-9,1.6067515424092695e-11
128,1.8781375573730483e-8,1.7012891584055577e-11
256,2.938537835693358e-8,1.2456368336261356e-10
512,6.529605627441407e-8,7.1791875464258374e-12
1024,8.130885869140624e-8,5.7117718443710075e-12
2048,1.70327719970703e-7,2.1260436036796125e-12
4096,2.732276311523438e-7,4.057998971789537e-12
8192,5.57055865625e-7,4.897052371828036e-12
16384,1.0453963593750003e-6,6.866151621937822e-11
32768,1.92742673515625e-6,3.282986935381814e-9
65536,3.7818286578125016e-6,5.319099519358113e-11
131072,7.322641187499999e-6,6.074105019660123e-10
262144,1.4659939412499997e-5,1.821450157132695e-10
524288,2.9246006825000022e-5,4.3250880396887164e-10
1048576,5.845564772499999e-5,6.359024199775079e-10
