1,3.710878215026855e-9,5.89192536112015e-13
2,4.624503994750978e-9,7.033951549607932e-13
4,6.763634542846684e-9,1.0837965676320364e-12
8,6.718131906127929e-9,1.0403224399363205e-12
16,8.99512155456543e-9,1.0103835811409594e-12
32,1.4380530279541015e-8,2.477392102652115e-12
64,2.8414790344238275e-8,4.257390937938991e-12
128,5.932435183105469e-8,1.1792686608425898e-10
256,1.1943095078125008e-7,1.7932624062379256e-11
512,2.3572978964843753e-7,1.0092367806565647e-11
1024,4.683788099609373e-7,1.67851994692563e-11
2048,9.339171328125011e-7,4.933140036221541e-11
4096,1.8645609757812504e-6,8.364380880138152e-11
8192,3.7268314250000025e-6,2.0225128280353085e-10
16384,7.452816128124998e-6,5.011060478976034e-10
32768,1.4904165724999995e-5,7.827375513747315e-10
65536,2.979876555000001e-5,1.3119791288853556e-9
131072,5.960924930000003e-5,6.857672382736597e-9
262144,0.00011918730860000003,7.4097371293692474e-9
524288,0.00023842166835000002,1.1761455373801413e-8
1048576,0.0004770505868499998,3.2937943050547813e-7
